datetime,open
2023-01-09 09:00:00,4580.0
2023-01-10 09:00:00,4550.0
2023-01-11 09:00:00,4410.0
2023-01-12 09:00:00,4480.0
2023-01-13 09:00:00,4510.0
2023-01-16 09:00:00,4430.0
2023-01-17 09:00:00,4520.0
2023-01-18 09:00:00,4560.0
2023-01-19 09:00:00,4590.0
2023-01-20 09:00:00,4630.0
2023-01-24 09:00:00,4660.0
2023-01-25 09:00:00,4620.0
2023-01-26 09:00:00,4560.0
2023-01-27 09:00:00,4600.0
2023-01-30 09:00:00,4650.0
2023-01-31 09:00:00,4610.0
2023-02-01 09:00:00,4630.0
2023-02-02 09:00:00,4650.0
2023-02-03 09:00:00,4650.0
2023-02-06 09:00:00,4780.0
2023-02-07 09:00:00,4740.0
2023-02-08 09:00:00,4710.0
2023-02-09 09:00:00,4790.0
2023-02-10 09:00:00,4840.0
2023-02-13 09:00:00,4900.0
2023-02-14 09:00:00,4820.0
2023-02-15 09:00:00,4890.0
2023-02-16 09:00:00,4890.0
2023-02-17 09:00:00,4890.0
2023-02-20 09:00:00,4900.0
2023-02-21 09:00:00,4880.0
2023-02-22 09:00:00,4790.0
2023-02-23 09:00:00,4810.0
2023-02-24 09:00:00,4800.0
2023-02-27 09:00:00,4780.0
2023-02-28 09:00:00,4760.0
2023-03-01 09:00:00,4730.0
2023-03-02 09:00:00,4750.0
2023-03-03 09:00:00,4800.0
2023-03-06 09:00:00,4790.0
2023-03-07 09:00:00,4770.0
2023-03-08 09:00:00,4850.0
2023-03-09 09:00:00,4860.0
2023-03-10 09:00:00,4820.0
2023-03-13 09:00:00,4810.0
2023-03-14 09:00:00,4770.0
2023-03-15 09:00:00,4760.0
2023-03-16 09:00:00,4700.0
2023-03-17 09:00:00,4770.0
2023-03-20 09:00:00,4840.0
2023-03-21 09:00:00,4870.0
2023-03-24 09:00:00,4750.0
2023-03-27 09:00:00,4750.0
2023-03-28 09:00:00,4740.0
2023-03-29 09:00:00,4800.0
2023-03-30 09:00:00,4810.0
2023-03-31 09:00:00,4730.0
2023-04-03 09:00:00,4770.0
2023-04-04 09:00:00,4800.0
2023-04-05 09:00:00,4810.0
2023-04-06 09:00:00,4860.0
2023-04-10 09:00:00,4860.0
2023-04-11 09:00:00,4860.0
2023-04-12 09:00:00,4950.0
2023-04-13 09:00:00,4950.0
2023-04-14 09:00:00,5050.0
2023-04-17 09:00:00,5075.0
2023-04-18 09:00:00,4990.0
2023-04-26 09:00:00,5150.0
2023-04-27 09:00:00,4990.0
2023-04-28 09:00:00,5175.0
2023-05-02 09:00:00,5175.0
2023-05-03 09:00:00,5225.0
2023-05-04 09:00:00,5150.0
2023-05-05 09:00:00,5225.0
2023-05-08 09:00:00,5250.0
2023-05-09 09:00:00,5050.0
2023-05-10 09:00:00,5075.0
2023-05-11 09:00:00,5175.0
2023-05-12 09:00:00,5100.0
2023-05-15 09:00:00,5150.0
2023-05-16 09:00:00,5175.0
2023-05-17 09:00:00,5250.0
2023-05-19 09:00:00,5225.0
2023-05-22 09:00:00,5300.0
2023-05-23 09:00:00,5475.0
2023-05-24 09:00:00,5525.0
2023-05-25 09:00:00,5500.0
2023-05-26 09:00:00,5425.0
2023-05-29 09:00:00,5600.0
2023-05-30 09:00:00,5500.0
2023-05-31 09:00:00,5575.0
2023-06-05 09:00:00,5600.0
2023-06-06 09:00:00,5400.0
2023-06-07 09:00:00,5475.0
2023-06-08 09:00:00,5375.0
2023-06-09 09:00:00,5425.0
2023-06-12 09:00:00,5400.0
2023-06-13 09:00:00,5400.0
2023-06-14 09:00:00,5575.0
2023-06-15 09:00:00,5475.0
2023-06-16 09:00:00,5475.0
2023-06-19 09:00:00,5500.0
2023-06-20 09:00:00,5475.0
2023-06-21 09:00:00,5500.0
2023-06-22 09:00:00,5550.0
2023-06-23 09:00:00,5425.0
2023-06-26 09:00:00,5425.0
2023-06-27 09:00:00,5450.0
2023-07-03 09:00:00,5500.0
2023-07-04 09:00:00,5500.0
2023-07-05 09:00:00,5400.0
2023-07-06 09:00:00,5450.0
2023-07-07 09:00:00,5400.0
2023-07-10 09:00:00,5425.0
2023-07-11 09:00:00,5375.0
2023-07-12 09:00:00,5450.0
2023-07-13 09:00:00,5425.0
2023-07-14 09:00:00,5450.0
2023-07-17 09:00:00,5550.0
2023-07-18 09:00:00,5625.0
2023-07-20 09:00:00,5575.0
2023-07-21 09:00:00,5600.0
2023-07-24 09:00:00,5600.0
2023-07-25 09:00:00,5625.0
2023-07-26 09:00:00,5700.0
2023-07-27 09:00:00,5675.0
2023-07-28 09:00:00,5625.0
2023-07-31 09:00:00,5700.0
2023-08-01 09:00:00,5650.0
2023-08-02 09:00:00,5650.0
2023-08-03 09:00:00,5675.0
2023-08-04 09:00:00,5700.0
2023-08-07 09:00:00,5600.0
2023-08-08 09:00:00,5700.0
2023-08-09 09:00:00,5650.0
2023-08-10 09:00:00,5675.0
2023-08-11 09:00:00,5675.0
2023-08-14 09:00:00,5650.0
2023-08-15 09:00:00,5650.0
2023-08-16 09:00:00,5550.0
2023-08-18 09:00:00,5500.0
2023-08-21 09:00:00,5550.0
2023-08-22 09:00:00,5500.0
2023-08-23 09:00:00,5600.0
2023-08-24 09:00:00,5625.0
2023-08-25 09:00:00,5550.0
2023-08-28 09:00:00,5600.0
2023-08-29 09:00:00,5525.0
2023-08-30 09:00:00,5600.0
2023-08-31 09:00:00,5525.0
2023-09-01 09:00:00,5600.0
2023-09-04 09:00:00,5600.0
2023-09-05 09:00:00,5625.0
2023-09-06 09:00:00,5625.0
2023-09-07 09:00:00,5525.0
2023-09-08 09:00:00,5425.0
2023-09-11 09:00:00,5350.0
2023-09-12 09:00:00,5450.0
2023-09-13 09:00:00,5350.0
2023-09-14 09:00:00,5325.0
2023-09-15 09:00:00,5400.0
2023-09-18 09:00:00,5350.0
2023-09-19 09:00:00,5325.0
2023-09-20 09:00:00,5350.0
2023-09-21 09:00:00,5425.0
2023-09-22 09:00:00,5350.0
2023-09-25 09:00:00,5325.0
2023-09-26 09:00:00,5250.0
2023-09-27 09:00:00,5175.0
2023-09-29 09:00:00,5300.0
2023-10-02 09:00:00,5250.0
2023-10-03 09:00:00,5250.0
2023-10-04 09:00:00,5250.0
2023-10-05 09:00:00,5250.0
2023-10-06 09:00:00,5200.0
2023-10-09 09:00:00,5200.0
2023-10-10 09:00:00,5125.0
2023-10-11 09:00:00,5150.0
2023-10-12 09:00:00,5300.0
2023-10-13 09:00:00,5275.0
2023-10-16 09:00:00,5325.0
2023-10-17 09:00:00,5250.0
2023-10-18 09:00:00,5125.0
2023-10-19 09:00:00,5100.0
2023-10-20 09:00:00,4980.0
2023-10-23 09:00:00,5000.0
2023-10-24 09:00:00,5000.0
2023-10-25 09:00:00,5100.0
2023-10-26 09:00:00,5175.0
2023-10-27 09:00:00,4950.0
2023-10-30 09:00:00,4980.0
2023-10-31 09:00:00,4980.0
2023-11-01 09:00:00,4920.0
2023-11-02 09:00:00,4940.0
2023-11-03 09:00:00,5025.0
2023-11-06 09:00:00,5100.0
2023-11-07 09:00:00,5225.0
2023-11-08 09:00:00,5200.0
2023-11-09 09:00:00,5225.0
2023-11-10 09:00:00,5150.0
2023-11-13 09:00:00,5075.0
2023-11-14 09:00:00,5075.0
2023-11-15 09:00:00,5200.0
2023-11-16 09:00:00,5275.0
2023-11-17 09:00:00,5175.0
2023-11-20 09:00:00,5175.0
2023-11-21 09:00:00,5225.0
2023-11-22 09:00:00,5175.0
2023-11-23 09:00:00,5325.0
2023-11-24 09:00:00,5400.0
